Model,Params (M),FLOPs (G),Energy (J/frame),FPS,mAP@0.5,mAP@0.5:0.95,Weed Recall,Small Weed AP
YOLOv11n,2.583712,3.1602688,0.6852403879165649,109.45064144282753,0.9921877238101997,0.9921877238101999,[    0.96729     0.98702     0.99487     0.99295     0.97812     0.97735     0.98321     0.93269],0.9893329273054057
