Model,Params (M),FLOPs (G),Energy (J/frame),FPS,mAP@0.5,mAP@0.5:0.95,Weed Recall,Small Weed AP
YOLOv8n,3.012408,4.1008384,0.3956923335790634,82.13452028760665,0.9924802213963906,0.9924600557444453,[    0.94872     0.96308     0.99145           1     0.96385     0.99482     0.98161     0.94499],0.9929044670490164
